Title,Date,Review,Hotel_Name,X,Y
Was swindled with a smile,ธ.ค.2018,"Once inside and having paid, I was told that I wasn’t wearing the proper dress code for dancing, although I was wearing shoes, Bermuda and a T—shirt, so why did not they tell me before I had entered and paid ? Sorry this is not a nice way to cheat customers!",RaasClubพทยาไทย,12.92608,100.874428
Best Place To have Party in Pattaya,ส.ค.2018,Raas Pattaya Is the Best Indian Club In Pattaya . Have Superb Music and Ambience to Have Fun and Entertainment.,RaasClubพทยาไทย,12.92608,100.874428
Great!!,ส.ค.2018,"To be honest we had planned trip for 7 days and 6 nights, We spent all the 6 nights at RAAS, one of the best clubs we had been to. Great Staff members and songs too. I would recommend to ya'll to visit Raas.",RaasClubพทยาไทย,12.92608,100.874428
A MUST - VISIT CLUB,พ.ค.2018,Awesome and happening place where you can have a wonderful and relaxing evening with awesome music and performances Great and helpful service staff Overall a great place where you can have a lot of fun which makes your vacation more wonderful👍🏻,RaasClubพทยาไทย,12.92608,100.874428
Best place for indian songs drink dance,พ.ค.2018,Over all best experience in pattaya than other club . Nice club to go with family and friends nice food,RaasClubพทยาไทย,12.92608,100.874428
Good Music & Best Staff !!!,ม.ค.2020,"They are really good with Music, very Nice dance floor.
excellent Music system, Playing your Fav song is easy (Just A Tip!)
Drinks price are little more then nearby clubs like TONY or NASHA.
But its totally worth it !
Cheers to staff and management.
Keep it up!",RaasClubพทยาไทย,12.92608,100.874428
Bad experience,ธ.ค.2019,Management is very bad and behavior not good. Staff always want commission for each and everything even in toilet tip. worst experience in this club . Management should be thai not indian. Indian management is worst here as well same as india,RaasClubพทยาไทย,12.92608,100.874428
Be Careful,ส.ค.2019,"Be Careful from Scam!
Tell her in the club that you will ""pay in the morning"" else she will ran away within 30 min.",RaasClubพทยาไทย,12.92608,100.874428
Better than NASHAA AND TONY'S,ส.ค.2019,"Ambience is good, prices are higher compared to KAMAA which is by far the best club i have experienced when it comes to drinks prices and SISHA( HOOKAH) too. Girls are average looking and prices are low too but if it comes to music they are good. Overall a 4 star to enjoy, woukd have given them 5star if they could have controlled their prices of all drinks including towers",RaasClubพทยาไทย,12.92608,100.874428
If you are Gujrati this is the place to be,มิ.ย.2019,With Guju music to girls talking in gujrati with you this is the place. Its fun and fairly cheaper alcohol compared to other clubs near around.,RaasClubพทยาไทย,12.92608,100.874428
Was swindled with a smile,ธ.ค.2018,"Once inside and having paid, I was told that I wasn’t wearing the proper dress code for dancing, although I was wearing shoes, Bermuda and a T—shirt, so why did not they tell me before I had entered and paid ? Sorry this is not a nice way to cheat customers!",RaasClubพทยาไทย,12.92608,100.874428
Best Place To have Party in Pattaya,ส.ค.2018,Raas Pattaya Is the Best Indian Club In Pattaya . Have Superb Music and Ambience to Have Fun and Entertainment.,RaasClubพทยาไทย,12.92608,100.874428
Great!!,ส.ค.2018,"To be honest we had planned trip for 7 days and 6 nights, We spent all the 6 nights at RAAS, one of the best clubs we had been to. Great Staff members and songs too. I would recommend to ya'll to visit Raas.",RaasClubพทยาไทย,12.92608,100.874428
A MUST - VISIT CLUB,พ.ค.2018,Awesome and happening place where you can have a wonderful and relaxing evening with awesome music and performances Great and helpful service staff Overall a great place where you can have a lot of fun which makes your vacation more wonderful👍🏻,RaasClubพทยาไทย,12.92608,100.874428
Best place for indian songs drink dance,พ.ค.2018,Over all best experience in pattaya than other club . Nice club to go with family and friends nice food,RaasClubพทยาไทย,12.92608,100.874428
Colon Hydrotherapy Treatment.,ก.พ.2019,"Me and my wife strongly reccomend this! It’s easy to concentrate on the outside and forget the inside. Great place, great staff, excellent service.",RasayanaRetreatพทยาไทย,12.950974,100.889549
食事もスパもいい,ก.พ.2019,デトックスに行きました。ローフードのカフェの食事、飲み物も美味しくアロママッサージやサウナ、タイ式マッサージも良かったです,RasayanaRetreatพทยาไทย,12.950974,100.889549
Relaxing visit,ธ.ค.2018,Rasayana was a good place to relax and the staff made me comfortable. They were helpful and explained the hydrotherapy procedure. I have come here 3 times and each time has been a great experience.,RasayanaRetreatพทยาไทย,12.950974,100.889549
Refreshing,ธ.ค.2018,I went to Rasayana for a hydrotherapy colonic treatment. The staff was very helpful and helped me relax(especially because it was my first time). It was an experience that I will do multiple times with them when I come to Pattaya.,RasayanaRetreatพทยาไทย,12.950974,100.889549
Very good colonic and massage,ม.ค.2018,Excellent place with good therapists. Colonic is the best in thailand. Massage is also good. I've had these many times.,RasayanaRetreatพทยาไทย,12.950974,100.889549
Great Spa/ detox,ก.ค.2017,"I have had two treatments here since starting my stay in Pattaya and will be returning for a third.

I started with their half day detox which included colon hydrotherapy which I was nervous about but the staff made me feel so comfortable. I had the treatment recommended by some people I worked with and choose this spa because of the great reviews on here.

You even end the treatment with a healthy raw food meal. Which was also a first for me.

I was very impressed with the care I received from the staff here I went back for a true Thai massage! The muscles in my back/legs really feel worked and more relaxed. Best massage I've had in Thailand.

The staff are so friendly and helpful. Happy to answer any questions you have. If I return to Pattaya Rasayana Retreat will be a stop for me again.",RasayanaRetreatพทยาไทย,12.950974,100.889549
"Good people, good massage.",ก.ค.2017,"If you want massage, a good one at that, this is the palce you must be visiting. Trained persons with happy smile.",RasayanaRetreatพทยาไทย,12.950974,100.889549
Cakes,เม.ย.2017,Don't order cakes in Pattaya brunch .We ordered banana- carob and strawberry mousse cakes. Got cold pieces of flavorless ice with crystal consistency. Didnt look and taste like mousse at all even after it a little melted. I believe it stays in the fridge for a weeks .,RasayanaRetreatพทยาไทย,12.950974,100.889549
One of the best massages in town!!,มี.ค.2017,"I've been living at Fairtex as I'm a professional fighter from the USA and I've gotten more than a half dozen massages to help me stay flexible and to help aid with soreness. I've been tying all of the different places around and this is by far the best one for the price. Clean, professional, and serene! They also check with you as you get your service to make sure the pressure is to your liking. They also speak a little English so that helped with communication.",RasayanaRetreatพทยาไทย,12.950974,100.889549
great staff and good detox and spa programmes,ม.ค.2017,"I had done a 3 day detox before staying at the Fairtex hotel (next to it) as part of the package and the spa facilities , raw food and juices were amazing. The staff were so helpful and always smiling. Now I would go there just for a massage, or a juice or a colonic or an infa red sauna. They also have juice packages, pamper packages, and more. It's easy to find just up from the roundabout (from the beach) on the left. Nice to be in the sun and be pampered too . The hotel facilities as part of the package were great too. We will definitely do another package",RasayanaRetreatพทยาไทย,12.950974,100.889549
Colon Hydrotherapy Treatment.,ก.พ.2019,"Me and my wife strongly reccomend this! It’s easy to concentrate on the outside and forget the inside. Great place, great staff, excellent service.",RasayanaRetreatพทยาไทย,12.950974,100.889549
食事もスパもいい,ก.พ.2019,デトックスに行きました。ローフードのカフェの食事、飲み物も美味しくアロママッサージやサウナ、タイ式マッサージも良かったです,RasayanaRetreatพทยาไทย,12.950974,100.889549
Relaxing visit,ธ.ค.2018,Rasayana was a good place to relax and the staff made me comfortable. They were helpful and explained the hydrotherapy procedure. I have come here 3 times and each time has been a great experience.,RasayanaRetreatพทยาไทย,12.950974,100.889549
Refreshing,ธ.ค.2018,I went to Rasayana for a hydrotherapy colonic treatment. The staff was very helpful and helped me relax(especially because it was my first time). It was an experience that I will do multiple times with them when I come to Pattaya.,RasayanaRetreatพทยาไทย,12.950974,100.889549
Very good colonic and massage,ม.ค.2018,Excellent place with good therapists. Colonic is the best in thailand. Massage is also good. I've had these many times.,RasayanaRetreatพทยาไทย,12.950974,100.889549
Great Spa/ detox,ก.ค.2017,"I have had two treatments here since starting my stay in Pattaya and will be returning for a third.

I started with their half day detox which included colon hydrotherapy which I was nervous about but the staff made me feel so comfortable. I had the treatment recommended by some people I worked with and choose this spa because of the great reviews on here.

You even end the treatment with a healthy raw food meal. Which was also a first for me.

I was very impressed with the care I received from the staff here I went back for a true Thai massage! The muscles in my back/legs really feel worked and more relaxed. Best massage I've had in Thailand.

The staff are so friendly and helpful. Happy to answer any questions you have. If I return to Pattaya Rasayana Retreat will be a stop for me again.",RasayanaRetreatพทยาไทย,12.950974,100.889549
"Good people, good massage.",ก.ค.2017,"If you want massage, a good one at that, this is the palce you must be visiting. Trained persons with happy smile.",RasayanaRetreatพทยาไทย,12.950974,100.889549
Cakes,เม.ย.2017,Don't order cakes in Pattaya brunch .We ordered banana- carob and strawberry mousse cakes. Got cold pieces of flavorless ice with crystal consistency. Didnt look and taste like mousse at all even after it a little melted. I believe it stays in the fridge for a weeks .,RasayanaRetreatพทยาไทย,12.950974,100.889549
One of the best massages in town!!,มี.ค.2017,"I've been living at Fairtex as I'm a professional fighter from the USA and I've gotten more than a half dozen massages to help me stay flexible and to help aid with soreness. I've been tying all of the different places around and this is by far the best one for the price. Clean, professional, and serene! They also check with you as you get your service to make sure the pressure is to your liking. They also speak a little English so that helped with communication.",RasayanaRetreatพทยาไทย,12.950974,100.889549
great staff and good detox and spa programmes,ม.ค.2017,"I had done a 3 day detox before staying at the Fairtex hotel (next to it) as part of the package and the spa facilities , raw food and juices were amazing. The staff were so helpful and always smiling. Now I would go there just for a massage, or a juice or a colonic or an infa red sauna. They also have juice packages, pamper packages, and more. It's easy to find just up from the roundabout (from the beach) on the left. Nice to be in the sun and be pampered too . The hotel facilities as part of the package were great too. We will definitely do another package",RasayanaRetreatพทยาไทย,12.950974,100.889549
Хорошо,ม.ค.2020,"Отличный вечерний рынок еды. Недорого, есть столики, где можно поесть. Начинает работу с 16-17.Если придете раньше, то лотков будет еще мало",Ratanakornmarketพทยาไทย,,
좋아요,ก.พ.2019,저는 열대과일들을 너무 좋아해서 시장에서 사먹으려고 갔었어요. 여러과일들을 구경하고 신선한 과일을 사니 좋았습니다,Ratanakornmarketพทยาไทย,,
ONE STOP FOR LOCAL FRUITS IN SEASON,ธ.ค.2018,"This market is the largest local market to buy local fruits in season. The prices are at least 50% cheaper than those quoted by the roadside stalls.
In december mangoes are in abundance. Passion fruits, avocados , pineapples pomeloes are available at good prices.
Not much leeway on price bargaining.",Ratanakornmarketพทยาไทย,,
"Make fun with friends, Many fun game and all staffs here so friendly.",ต.ค.2017,"I love this place, small place but fully funny friends. You can feeling the wind from the beach. Come and make friend them. :)",RedCarpetBarหาดจอมเทยนไทย,12.897475,100.86869
Nice place for a cold one.,ส.ค.2017,"Trevligt ställe för att dricka något kallt på, bra priser. Ca 60 THB för en Singha. Trevlig värdinna och det spelad bra musik, typ: Dire Straits etc. Ligger mittemot LK Royal Suits Hotel. Återkommer gärna fler gånger hit.",RelaxCornerBarพทยาไทย,12.92895,100.884911
Nice for my Sunset Beers,มี.ค.2016,Nice location for a few rounds at sunset. Singha for 65฿. That's a pretty fair price! Ice cold and all is right with the world.,RelaxCornerBarพทยาไทย,12.92895,100.884911
Стандартно,ก.พ.2016,"Что необходимо в жаркий день - это холодненького пивка. Открытый, типичный бар Тайланда. Ничего особенного и нового вы здесь не найдёте.",RelaxCornerBarพทยาไทย,12.92895,100.884911
Review,เม.ย.2019,"I am in R Jays tonight. Can't believe they've haven't got fresh ice. Only Frozen.
Only joking very friendly bar. Free pool table. Not just Uk people come in this bar. Small bottles of beer 320ml(.56 Pint) 50/65Baht (£1.20/£1.56)Large bottles 620ml (1.1Pint) 80/95 Baht( £1.90/£2.29)",RJaysBeerBarบางละมงไทย,12.936052,100.886238
Excellent Bar My Local,มิ.ย.2018,"First went to Paul's bar in November and liked it very much, it has free pool and wifi and 24 hour happy hours with cheap beer you can get large Chang,Leo and Tiger at just 80 baht a great price.There is a band that plays good music into the early hours within the complex. I have just come back from Pattaya and went to R Jays nearly every night with my girl friend and made many other friends there it's a good meeting place and will certainly be going there again next trip.",RJaysBeerBarบางละมงไทย,12.936052,100.886238
Great Bar,มิ.ย.2018,Great bar run by Paul (from Wombwell England) and Sue. In a small complex of bars on 2nd Road near Pattaya Klang junction. A band plays in complex most nights. Very friendly atmosphere. Bar girls don't bother you just ring a small bell when you require a beer. Not the big bell 😡🤣🤣 Free pool. Small beer 45/65 baht large beer 80 baht (bottles) TV,RJaysBeerBarบางละมงไทย,12.936052,100.886238
"Good Clothes, excellent finish, fair price. I will see Him again",ก.ย.2015,"Robinson's Custom Taylor ( South Pattaya ) has been a very good experience to me; Good, suit with two pairs of pants - excellent finish. And nice ; 3 cotton and 3 linen shirts. I had them made over a year ago and thought to write this small review because; the suit wears well and I am happy with shirts to; I wear them daily, to work. I remember Mr Krishna ( the shops Manager ) who was most nice to me, honest, very helpful , of professional advice. And whom I will see again on my next stop over at Jomtien. On an international scale, ( in comparison with my Zegna suits and shirts that I bought many of, in my single days) I would give Robinson four and a half stars. But, when I think about in local terms, as well as the fact that I am happy wearing my suit and shirts, Mr Krishna has well earned and deserves FiveStars. I would recommend Robinson & Mr Krishna service to any fussy, like me , a client.",RobinsonsInternationalTailorพทยาไทย,12.9324,100.898849
Come back again,เม.ย.2016,"We go back for more and again good quality for a faire price
Very friendly peppople in the shop and when I need more I will come back.",RobinsonsInternationalTailorพทยาไทย,12.9324,100.898849
Excellent Service,ก.ย.2015,"I can highly recommend Mr. Robinson. Ordered 10+ shirts and 2 suits back in 2010.
Very helpful and provides excellent guidance during the fitting and selection process. The products are of high quality",RobinsonsInternationalTailorพทยาไทย,12.9324,100.898849
What you want is what you get,เม.ย.2014,"I needed a suit and after some research I find out to go to Mr Robin.
He is a friendly man and his taylor is a craftsman. My girlfriend took a nice suit too with some extra shirts and pants.
A year later I decided to buy one more and she orders some extra pants and shirts again.
Next year we go back for shure.",RobinsonsInternationalTailorพทยาไทย,12.9324,100.898849
Best bar in Pattaya,ก.ย.2019,"One of if not THE bar I have to visit every time I go to Pattaya.
Rock street has it all, a great live band (brilliant sound mix too by the way) decent priced drinks, a pool table and most importantly AMAZING customer service! The staff at Rock street are second to none, everyone is greeted at treated as a friend... See you again soon Rock Street, next time i'm in town!",RockStreetพทยาไทย,12.92921,100.877602
心地よかったです,ส.ค.2019,ウォキングストリート入口の近くにあります。メジャーなロックが演奏されていたので聴き入ってしまいました。ロック好きにはお勧めのライブハウスです。,RockStreetพทยาไทย,12.92921,100.877602
Rock at its best,มิ.ย.2019,"Rock on Walking Street.Amazing place with awesome rock music.This place is newly opened i presume as the performers are from Old Blue Sky 2.they still keep rocking.Give them your playlist for the night and they make sure they play them to keep you happy.
Never miss this place if you are in walking street and you will never regret visiting it",RockStreetพทยาไทย,12.92921,100.877602
Best bar in Pattaya,ก.ย.2019,"One of if not THE bar I have to visit every time I go to Pattaya.
Rock street has it all, a great live band (brilliant sound mix too by the way) decent priced drinks, a pool table and most importantly AMAZING customer service! The staff at Rock street are second to none, everyone is greeted at treated as a friend... See you again soon Rock Street, next time i'm in town!",RockStreetพทยาไทย,12.92921,100.877602
心地よかったです,ส.ค.2019,ウォキングストリート入口の近くにあります。メジャーなロックが演奏されていたので聴き入ってしまいました。ロック好きにはお勧めのライブハウスです。,RockStreetพทยาไทย,12.92921,100.877602
Rock at its best,มิ.ย.2019,"Rock on Walking Street.Amazing place with awesome rock music.This place is newly opened i presume as the performers are from Old Blue Sky 2.they still keep rocking.Give them your playlist for the night and they make sure they play them to keep you happy.
Never miss this place if you are in walking street and you will never regret visiting it",RockStreetพทยาไทย,12.92921,100.877602
One of a chain of 5 bars.,มิ.ย.2019,"Rolling Live isone of a chain of five bars that used to be called Rolling Stone (1 to 5). They also used the Rolling Stones tongue logo. Apparently a name change was forced upon them when Messrs Jagger and Co's lawyers objected to the connection.

If you've ever been into a live music bar in Pattaya, you will find that most of the music is cover of classic pop and rock from the 60's to date. The singers can be ""hit or miss"", but the musicians are invariably note perfect in being true to the original artist. If you are of my vintage, you can almost feel that you are 22 again as you listen to songs that were hits as long as 50 years ago.

Not the worst night you will spend in Pattaya.",RollinLive3พทยาไทย,12.936051,100.883698
Amazing live music Venue!!!,ม.ค.2020,"So entertaining! The band was amazing and fun and interacted with the crowd. The staff girls would join in and get on stage and dance. Very loud at times but great prices on drinks, better than most. This venue is even better than Hot Tuna Bar on Walking Street. You have access to Soi 6 and 7 any time you want. You have to pay for toilet which was very dirty at times. Only downside. Staff not pushy for drinks like most of Pattaya. Very refreshing to know I can go just listen and have fun without being asked to buy the whole bar a drink! Love this venue. I will visit every time I'm in Pattaya!!!",RollinLive3พทยาไทย,12.936051,100.883698
Packed and great live venue,ม.ค.2020,"I love this place, been here about 8 times. I like to sit by the stage , you can’t really have a conversation because it’s pretty loud. Service is quick and prices are reasonable.",RollinLive3พทยาไทย,12.936051,100.883698
Random bar on soi 8,มิ.ย.2019,Same same bar prices as most Pattaya great old rock sung by Thai cover bands great for 40 plus for music from your past well worth a a drink and atmosphere..........................,RollinLive3พทยาไทย,12.936051,100.883698
SEhr gute Bar,มิ.ย.2019,"Zum wiederholten Mal dort gewesen. Hier wird von Celin Dion bis Motörhead alles gespielt. Der Gast entscheidet durch sein Wunschzettel und ab 100 Baht Tipp. Nette Leute und aufmerksamer Security. Bedienung wie überall auf Pattaya nett und aufmerksam. Nicht wie in Europa, wo der Kellner meint, was Besonderes zu sein. Hier gibts Live Musik, also laut. Spät abends kommen die Freelancer und andere Mädels aus den Bars oder Beachroad. Dann gibts ne nette Auswahl Mädels, die aber privat feiern wollen. Da sind 500 Baht Trinkgeld keine Seltenheit, wenn das Geschäft geklappt hat. Bei 300 Baht Tagesgage für eine Verkäuferin, nicht schlecht",RollinLive3พทยาไทย,12.936051,100.883698
Always a great night out,พ.ค.2019,One of my favourite places in Pattaya. The band are always good and the vibe of the place is very upbeat. The staff are excellent and very friendly. The drinks are reasonably priced. This place is a great alternative to Walking Street. It is a regular venue for me and a must visit on every trip.,RollinLive3พทยาไทย,12.936051,100.883698
Nice place,มี.ค.2019,"מועדון עם להקה מקומית מוזיקת רוק - פופ , מקום נחמד תמיד מלא משקאות לא זולים אך עדיין במחיר סביר, מלצריות לא אגרסיביות ולא לוחצות שתזמין שתיה, סה״כ היה ערב מהנה ואולי אחזור לשם בעתיד.",RollinLive3พทยาไทย,12.936051,100.883698
Aangefreten door kakkerlakken!,มี.ค.2019,We zaten naar de leuke band te luisteren met een biertje. We zaten op de bank tegen de muur meteen rechts langs de dj. Mijn vriendin klaagde dat het zo muf stonk op die bank. Ik leunde met mij hand op de rand vd bank toen ik wat voelde kriebelen. Schonk er niet direct aandacht aan. Tot ik schrok dat het wat prikkelde. We keken met een lampje en daar zat verschillende grote kakkerlakken in dat hoekje langs de bank. Later alcohol en watjes moeten kopen om te ontsmeten omdat het bleef pikken. En er op vier vingertoppen blaartjes vormde. Misschien morgen naar de docter.,RollinLive3พทยาไทย,12.936051,100.883698
music OK - pool tables great,ก.พ.2019,"Has the usual cover band type of music typically older songs. The drink prices are inline with most bars. The best part is that it is in air-con and has two large pool tables, with smaller balls and smaller pockets. It took me awhile to adjust!",RollinLive3พทยาไทย,12.936051,100.883698
Rollin Live,ก.ย.2018,Spent a few nights in here during my visit to pattaya . The drink was reasonably priced for the type of venue. The atmosphere was good as well .,RollinLive3พทยาไทย,12.936051,100.883698
One of a chain of 5 bars.,มิ.ย.2019,"Rolling Live isone of a chain of five bars that used to be called Rolling Stone (1 to 5). They also used the Rolling Stones tongue logo. Apparently a name change was forced upon them when Messrs Jagger and Co's lawyers objected to the connection.

If you've ever been into a live music bar in Pattaya, you will find that most of the music is cover of classic pop and rock from the 60's to date. The singers can be ""hit or miss"", but the musicians are invariably note perfect in being true to the original artist. If you are of my vintage, you can almost feel that you are 22 again as you listen to songs that were hits as long as 50 years ago.

Not the worst night you will spend in Pattaya.",RollinLive3พทยาไทย,12.936051,100.883698
Amazing live music Venue!!!,ม.ค.2020,"So entertaining! The band was amazing and fun and interacted with the crowd. The staff girls would join in and get on stage and dance. Very loud at times but great prices on drinks, better than most. This venue is even better than Hot Tuna Bar on Walking Street. You have access to Soi 6 and 7 any time you want. You have to pay for toilet which was very dirty at times. Only downside. Staff not pushy for drinks like most of Pattaya. Very refreshing to know I can go just listen and have fun without being asked to buy the whole bar a drink! Love this venue. I will visit every time I'm in Pattaya!!!",RollinLive3พทยาไทย,12.936051,100.883698
Packed and great live venue,ม.ค.2020,"I love this place, been here about 8 times. I like to sit by the stage , you can’t really have a conversation because it’s pretty loud. Service is quick and prices are reasonable.",RollinLive3พทยาไทย,12.936051,100.883698
Random bar on soi 8,มิ.ย.2019,Same same bar prices as most Pattaya great old rock sung by Thai cover bands great for 40 plus for music from your past well worth a a drink and atmosphere..........................,RollinLive3พทยาไทย,12.936051,100.883698
SEhr gute Bar,มิ.ย.2019,"Zum wiederholten Mal dort gewesen. Hier wird von Celin Dion bis Motörhead alles gespielt. Der Gast entscheidet durch sein Wunschzettel und ab 100 Baht Tipp. Nette Leute und aufmerksamer Security. Bedienung wie überall auf Pattaya nett und aufmerksam. Nicht wie in Europa, wo der Kellner meint, was Besonderes zu sein. Hier gibts Live Musik, also laut. Spät abends kommen die Freelancer und andere Mädels aus den Bars oder Beachroad. Dann gibts ne nette Auswahl Mädels, die aber privat feiern wollen. Da sind 500 Baht Trinkgeld keine Seltenheit, wenn das Geschäft geklappt hat. Bei 300 Baht Tagesgage für eine Verkäuferin, nicht schlecht",RollinLive3พทยาไทย,12.936051,100.883698
Always a great night out,พ.ค.2019,One of my favourite places in Pattaya. The band are always good and the vibe of the place is very upbeat. The staff are excellent and very friendly. The drinks are reasonably priced. This place is a great alternative to Walking Street. It is a regular venue for me and a must visit on every trip.,RollinLive3พทยาไทย,12.936051,100.883698
Nice place,มี.ค.2019,"מועדון עם להקה מקומית מוזיקת רוק - פופ , מקום נחמד תמיד מלא משקאות לא זולים אך עדיין במחיר סביר, מלצריות לא אגרסיביות ולא לוחצות שתזמין שתיה, סה״כ היה ערב מהנה ואולי אחזור לשם בעתיד.",RollinLive3พทยาไทย,12.936051,100.883698
Aangefreten door kakkerlakken!,มี.ค.2019,We zaten naar de leuke band te luisteren met een biertje. We zaten op de bank tegen de muur meteen rechts langs de dj. Mijn vriendin klaagde dat het zo muf stonk op die bank. Ik leunde met mij hand op de rand vd bank toen ik wat voelde kriebelen. Schonk er niet direct aandacht aan. Tot ik schrok dat het wat prikkelde. We keken met een lampje en daar zat verschillende grote kakkerlakken in dat hoekje langs de bank. Later alcohol en watjes moeten kopen om te ontsmeten omdat het bleef pikken. En er op vier vingertoppen blaartjes vormde. Misschien morgen naar de docter.,RollinLive3พทยาไทย,12.936051,100.883698
music OK - pool tables great,ก.พ.2019,"Has the usual cover band type of music typically older songs. The drink prices are inline with most bars. The best part is that it is in air-con and has two large pool tables, with smaller balls and smaller pockets. It took me awhile to adjust!",RollinLive3พทยาไทย,12.936051,100.883698
Rollin Live,ก.ย.2018,Spent a few nights in here during my visit to pattaya . The drink was reasonably priced for the type of venue. The atmosphere was good as well .,RollinLive3พทยาไทย,12.936051,100.883698
수완나폼공항과 파타야 연결,ก.ย.2019,"룽르엉버스는 예약없이 이용할수 있다
공항과 파타야 북부,중간,남부 세 군데를 오가는데
숙소가 정류장 근처가 아니라면 비싼 파타야택시로
8000-10000원 더 내고 숙소로 가야해서
왠만하면 벨트래블을 추천한다
소요시간은 빠르면 90분만에 온다",RoongReuangCoachพทยาไทย,,
Extra fees for foreigners - farang tax,ก.พ.2022,"Conductor tries to charge foreigners an extra 20baht for any bags ( though clearly stated included on ticket) - when we refused , he waved us away but treated our bags roughly. Halfway through the ride, a call blasted out through the bus loudspeaker, driver engaged in long conversation with a woman with a deafening voice.",RoongReuangCoachพทยาไทย,12.96365,100.919411
Terrible!!,พ.ค.2021,"No phone, No website working and No message online......
They just dont care about previous or future business.",RoongReuangCoachพทยาไทย,12.96365,100.919411
Poor condition coaches,ก.พ.2020,Broken cup holder and broken/lack of compartment for holding magazine. They charge full price but half of the seats had broken cup holders/no compartment for magazines. Also bus left 10 minutes late. Staff shout instead of talking . It makes the company appear 'Mickey mouse',RoongReuangCoachพทยาไทย,12.96365,100.919411
Bangkok - Patraya,ม.ค.2020,"Bekväm buss med AC.resan tar ungefär 2 timmar. Biljetten kostar 130 THB, måste betala extra för extra resväskan 20 THB vilket inte är så mycket. saknar WIFI.",RoongReuangCoachพทยาไทย,12.96365,100.919411
Good trip,ส.ค.2019,"Very good bus service. Coaches are new, clean and drivers seem good. Comfortable ride. The web page for this is not accurate. Buses run every hour from 0700 to 2100, with extra buses put on for peak times. When you arrive on international flight, go down one floor and along to gate 8 Peak hour times in Pattaya are extremely slow. Don't be in a hurry",RoongReuangCoachพทยาไทย,12.96365,100.919411
아주 편하고 좋았다,เม.ย.2019,"수완나폼 공항에서 130밧인가 내고 룽르엉 코치를 탔는데
1시간반만에 파타야에 도착했다
자리도 그리 나쁘지 않았고 에어컨도 적당히 잘 나왔다
다음에도 이용할 생각이다",RoongReuangCoachพทยาไทย,12.96365,100.919411
Well organized transport from Pattaya to Bangkok,พ.ย.2018,"The "" Air Conditioned Bus Terminal Pattaya Bangkok "" is an easy-to-navigate bus terminal for getting back to Bangkok. They offer scheduled buses to Ekkamai, Mo Chit, and somewhere else in Bangkok. I took the bus to Ekkamai since there is a BTS / skytrain station right next to the bus station.
As of November 2018, the bus to Ekkamai costs 108 baht, and leaves every half hour between 4:30am to 9pm, then every hour from 9pm to 11pm. My bus left on schedule at 9:50am
Getting to the AC Bus station could be the costlier part. However I was staying at the Baraquda Pattaya, and took at baht bus from the hotel to the new Terminal 21 mall (10 baht), then another baht bus from the mall to the bus station (10 baht). So pretty cheap and painless in my case.",RoongReuangCoachพทยาไทย,12.96365,100.919411
Rude staff and bad experience.,ต.ค.2018,The woman that worked on board was extremely rude and unpleasant. From when we arrived she was abrupt and unfriendly saying things to us we had no idea what she meant. Had to take a phone call and came to tell me I could only talk for 5 minutes? But everyone else on the bus was talking? I’d understand this rule at night time but at 5 o’clock it’s ridicilous. Cheap but not worth the way you’re treated. Also a no food and drink rule on a 3 hour journey? Awful!,RoongReuangCoachพทยาไทย,12.96365,100.919411
Из Суварнабхуми до Паттайи за 120 батт,ก.ย.2018,Прекрасный вариант если не хотите отдать за такси 1300 батт и более) все 120 батт и вы на кондиционированном автобусе доедите до Паттайи. Путь займет часа 2.,RoongReuangCoachพทยาไทย,12.96365,100.919411
Mafia at Pattaya ticket counter,ก.ย.2018,"A local crook seated for Hua Hin at Pattaya bus station counter. I asked politely that I wanted to go Bangkok. He replied in Thai very impolitely. I want to go Mochit, but his behaviour made me scared. I then went to Ekamai counter and managed a ticket. But he was still bulling and chasing me. His body language was aggressive and wanted assault me physically. This bus company should employee well mannered staffs. This what give every traveller impression about Pattaya and so call “Amazing Thailand”. The bus company call centre did not want take complain.

Attention to Pattaya City Governor: can you do something to improve the quality of this bus company service?",RoongReuangCoachพทยาไทย,12.96365,100.919411
My new suit !,ม.ค.2019,I'm very happy about my new nice suit and I'm very happy about the good service from the customer! 😀,RSCollectionCustomTailorบางละมงไทย,12.959459,100.886894
Excellent!!! Suggested,ต.ค.2018,The fabrics are all good quality! I made 2 suits for business and he suggested me all details for making them.,RSCollectionCustomTailorบางละมงไทย,12.959459,100.886894
Best tailor shop,ก.ย.2018,Thank you so much for making the best dress and suits for my sister wedding. No disappointed at all!! Very detail job and high quality services. Highly recemmend this shop to everyone.,RSCollectionCustomTailorบางละมงไทย,12.959459,100.886894
Awesome!,ก.ย.2018,"Excellent service, great quality and such a nice friendly chap! Very helpful and willing to you have as many fittings as you want to ensure the best fit you require! I wil be be a regular at this shop!! 👍",RSCollectionCustomTailorบางละมงไทย,12.959459,100.886894
Richard is Fantastic - Attention to Details,ก.ค.2018,"By far the best tailor in Pattaya, Richard let me have 4 fit ons with adjustments to ensure i was 100% happy with my suits and shirts. Fantastic customer service with exceptional attention to detail. A must visit for anyone who needs fine tailoring. They do great copies of your existing shirts too.",RSCollectionCustomTailorบางละมงไทย,12.959459,100.886894
