,Review,Rating,Hotel_Name,Cleaned_Review,polarity
118,This recommended budget travellers.Just 10 minute walk On Nut BTS station sukumvit 50.Place.is literally hidden alley upon reaching surprise.Friendly staff clean common areas.free light snacks availabe guests free wifi place.Bunk beds starts 350 baht.its recommended budget travellers.,50,HIDE BANGKOK HOSTEL,thi recommend budget travellers.just 10 minut walk on nut bt station sukumvit 50.place.i liter hidden alley upon reach surprise.friendli staff clean common areas.fre light snack availab guest free wifi place.bunk bed start 350 baht.it recommend budget travellers.,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8779}"
119,Very good breakfast provided. Managed owner. Very clean place. Free use computer travel planning. Provision shops nearby. Laundry,40,HIDE BANGKOK HOSTEL,veri good breakfast provided. manag owner. veri clean place. free use comput travel planning. provis shop nearby. laundri,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.836}"
120, dryer machines good. Aircon,40,HIDE BANGKOK HOSTEL,dryer machin good. aircon,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}"
121, wifi,40,HIDE BANGKOK HOSTEL,wifi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
122, locker good condition. In local neighborhood. Cheap & good traditional massage near BTS station. No shower cream,40,HIDE BANGKOK HOSTEL,locker good condition. in local neighborhood. cheap & good tradit massag near bt station. no shower cream,"{'neg': 0.105, 'neu': 0.619, 'pos': 0.276, 'compound': 0.5574}"
123, shampoo provided. Really loooong walk BTS train station. Some mosquito.,40,HIDE BANGKOK HOSTEL,shampoo provided. realli loooong walk bt train station. some mosquito.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,Very homey comfortable. .. great place relax tired hustles bustles city. It spacious clean. It 10-minute walk train station. If looking place rest relax tiring day,50,HIDE BANGKOK HOSTEL,veri homey comfortable. .. great place relax tire hustl bustl city. it spaciou clean. it 10-minut walk train station. if look place rest relax tire day,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9423}"
125, place be..,50,HIDE BANGKOK HOSTEL,place be..,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
126,Base map,40,HIDE BANGKOK HOSTEL,base map,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
127, hostel looks close bts. However almost 10 mins walk On nut BTS along way,40,HIDE BANGKOK HOSTEL,hostel look close bts. howev almost 10 min walk on nut bt along way,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
128, many Low cables wires careful! However,40,HIDE BANGKOK HOSTEL,mani low cabl wire careful! howev,"{'neg': 0.299, 'neu': 0.501, 'pos': 0.2, 'compound': -0.2003}"
129, taking GrabCar Tesco hostel 50baht. Tesco amazing foodcourt! The hostel free refillable water even washer dryer cost 25baht. We stayed private room room spacious. What lack probably fridge store stuff. But itd do! There lift stairs. But automated lift heavy bags! Staffs polite friendly. Would stay again!,40,HIDE BANGKOK HOSTEL,take grabcar tesco hostel 50baht. tesco amaz foodcourt! the hostel free refil water even washer dryer cost 25baht. we stay privat room room spacious. what lack probabl fridg store stuff. but itd do! there lift stairs. but autom lift heavi bags! staff polit friendly. would stay again!,"{'neg': 0.031, 'neu': 0.826, 'pos': 0.143, 'compound': 0.7887}"
130,The building new nice decorating. Everything clean. Free coffee,50,HIDE BANGKOK HOSTEL,the build new nice decorating. everyth clean. free coffe,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.8316}"
131, drinking water,50,HIDE BANGKOK HOSTEL,drink water,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
132, biscuits,50,HIDE BANGKOK HOSTEL,biscuit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
133, banana milk breakfast. Free wifi strong. The owner girl family,50,HIDE BANGKOK HOSTEL,banana milk breakfast. free wifi strong. the owner girl famili,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.765}"
134, staff nice king willing help anything although speak English well. A bit far Oh Nut station hard find first time,50,HIDE BANGKOK HOSTEL,staff nice king will help anyth although speak english well. a bit far oh nut station hard find first time,"{'neg': 0.058, 'neu': 0.625, 'pos': 0.317, 'compound': 0.7351}"
135, takes 10 bath motobike BTS hostel.,50,HIDE BANGKOK HOSTEL,take 10 bath motobik bt hostel.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
136,We stayed 1 night airport stay great nights stay. The room big,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we stay 1 night airport stay great night stay. the room big,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6249}"
137, shower nice warm,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",shower nice warm,"{'neg': 0.0, 'neu': 0.175, 'pos': 0.825, 'compound': 0.5719}"
138, WiFi aircon good. There coffee/biscuits available day airport shuttle included. I slept lady reception really nice.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",wifi aircon good. there coffee/biscuit avail day airport shuttl included. i slept ladi recept realli nice.,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}"
139,We bboked night stopover,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we bboke night stopov,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
140, Bangkok airport,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",bangkok airport,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
141, 15 minute ride away,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",15 minut ride away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
142, traffic terrible. We origionally booked room,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",traffic terrible. we origion book room,"{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}"
143, higher floor,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",higher floor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
144, checking in,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",check in,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
145, receptionist cancel one,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",receptionist cancel one,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.25}"
146, booked new rooms,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",book new room,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
147, behind main hotel,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",behind main hotel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
148, ground floor,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",ground floor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
149, 2 massive suitcases. The room cost £20 night,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",2 massiv suitcases. the room cost £20 night,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
150, free taxi ride back airport next day. Very clean room,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",free taxi ride back airport next day. veri clean room,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}"
151, looked new,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",look new,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
152, soft bed pillows,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",soft bed pillow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
153, great shower,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",great shower,"{'neg': 0.0, 'neu': 0.196, 'pos': 0.804, 'compound': 0.6249}"
154, toiletries,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",toiletri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
155, good WIFI,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",good wifi,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
156, TV,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",tv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
157, hairdrier.. As hostel,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",hairdrier.. as hostel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
158, microwave,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",microwav,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
159, toast,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",toast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
160, hallway,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",hallway,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
161, arrived late,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",arriv late,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
162, I went local 7Eleven store,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",i went local 7eleven store,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
163, 5 mins away,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",5 min away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
164, bought toasties,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",bought toasti,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
165, crisps beers supper rather going out. Ok night stay,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",crisp beer supper rather go out. ok night stay,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}"
166,It’s conveniently close (6mins drive) airport. They even give free complimentary ride airport. Also give free luggage storage couple days. Clean,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",it’ conveni close (6min drive) airport. they even give free complimentari ride airport. also give free luggag storag coupl days. clean,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.8519}"
167, central. THE BEST,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",central. the best,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}"
168,We stayed nights visiting Bangkok. The hostel small rooms comfortable fit three luggage. They offer breakfast every morning additional charge enjoyed chicken pork soup fried rice ordered breakfast. The front desk staff extremely helpful polite. They helped teach Thai phrases helped Chatuchak Weekend Market. They helped orchestrate phone calls next destination. I recommend staying chance!,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we stay night visit bangkok. the hostel small room comfort fit three luggage. they offer breakfast everi morn addit charg enjoy chicken pork soup fri rice order breakfast. the front desk staff extrem help polite. they help teach thai phrase help chatuchak weekend market. they help orchestr phone call next destination. i recommend stay chance!,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.9674}"
169,Reasonably priced clean mostly quiet accommodation. Our second time staying here. staff helped getting heavy suitcase upstairs lift. Scheduled airport drop free charge takes stress getting airport time. Our go place landing DMK point on. Note cheap A/C bus downtown Suvarnabhumi Intl airport. Premium room quieter standard room overall quite satisfactory especially nights.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",reason price clean mostli quiet accommodation. our second time stay here. staff help get heavi suitcas upstair lift. schedul airport drop free charg take stress get airport time. our go place land dmk point on. note cheap a/c bu downtown suvarnabhumi intl airport. premium room quieter standard room overal quit satisfactori especi nights.,"{'neg': 0.08, 'neu': 0.779, 'pos': 0.141, 'compound': 0.5859}"
170,If looking transit hotel close Don Mueang look further. This hostel best. A small hidden gem. Close 7/11 Thai food stalls,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",if look transit hotel close don mueang look further. thi hostel best. a small hidden gem. close 7/11 thai food stall,"{'neg': 0.075, 'neu': 0.75, 'pos': 0.175, 'compound': 0.5267}"
171, restaurants,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",restaur,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
172, market coffee around corner. Good wifi. Airport 15 minute drive. The staff amazing,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",market coffe around corner. good wifi. airport 15 minut drive. the staff amaz,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
173, breakfast good. We stayed 3 nights private room. Theres thing problem: No elevator.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",breakfast good. we stay 3 night privat room. there thing problem: no elevator.,"{'neg': 0.292, 'neu': 0.536, 'pos': 0.173, 'compound': -0.25}"
174,Super friendly staff. Very clean appointed room. We stayed deluxe room bathroom clean modern. But hated bad smell coming bathroom,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",super friendli staff. veri clean appoint room. we stay delux room bathroom clean modern. but hate bad smell come bathroom,"{'neg': 0.317, 'neu': 0.485, 'pos': 0.199, 'compound': -0.7684}"
175, impossible rid off. The breakfast shuttle service organized food good. We ate dinner directly across street convenience store close by.,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",imposs rid off. the breakfast shuttl servic organ food good. we ate dinner directli across street conveni store close by.,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}"
176,I stay recommend sure. Awesome quick flight layover!! Chose place reviews good it’s location close. Our private queen bed great. Quiet,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",i stay recommend sure. awesom quick flight layover!! chose place review good it’ locat close. our privat queen bed great. quiet,"{'neg': 0.0, 'neu': 0.564, 'pos': 0.436, 'compound': 0.9078}"
177, 2nd floor,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",2nd floor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
178, clean stocked 2 water bottles. Thank you. The bathroom clean new shower curtain,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",clean stock 2 water bottles. thank you. the bathroom clean new shower curtain,"{'neg': 0.0, 'neu': 0.533, 'pos': 0.467, 'compound': 0.7845}"
179, hurray!!!!! Didn’t breakfast next morning there’s 7-11 directly across street. Also there’s local Thai across street amazing!! Totally good food. The taxi hostel 110baht. The free shuttle ride airport next day awesome. They ask check time flight time want leave. Our shuttle driver phone whole time,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",hurray!!!!! didn’t breakfast next morn there’ 7-11 directli across street. also there’ local thai across street amazing!! total good food. the taxi hostel 110baht. the free shuttl ride airport next day awesome. they ask check time flight time want leave. our shuttl driver phone whole time,"{'neg': 0.021, 'neu': 0.692, 'pos': 0.287, 'compound': 0.9466}"
180, quick it’s fine. I 100% stay recommend hostel anyone. It’s better hotel honestly.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",quick it’ fine. i 100% stay recommend hostel anyone. it’ better hotel honestly.,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.8481}"
181,We arrived late flight night kill time catch another flight tomorrow. Its 10 mins taxi ride airport cost 100 baht hostel charge 650 baht double room attached bathroom. It hostel per person rate also. The room clean building organised. It offer free drop service airport plus. 7/11 store 3 mins walk street. Overall,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we arriv late flight night kill time catch anoth flight tomorrow. it 10 min taxi ride airport cost 100 baht hostel charg 650 baht doubl room attach bathroom. it hostel per person rate also. the room clean build organised. it offer free drop servic airport plus. 7/11 store 3 min walk street. overal,"{'neg': 0.112, 'neu': 0.789, 'pos': 0.099, 'compound': -0.2023}"
182, great place sleep near Donmuang airport.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",great place sleep near donmuang airport.,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}"
183,decent hostel. The room clean new. Air-con good,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",decent hostel. the room clean new. air-con good,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.6808}"
184, water hot,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",water hot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
185, bed fine. The location good transfer service plus. multiple restaurants around 7-11 distance. 24 hours surveillance. I go again.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",bed fine. the locat good transfer servic plus. multipl restaur around 7-11 distance. 24 hour surveillance. i go again.,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.5719}"
186,Nice hostel clean good quality price highly recommend !! Modern touch well. Access computer reception helpfull!! Only side driver took airport unfriendly kept texting way airport . No say hi hopefully management take action care client.,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",nice hostel clean good qualiti price highli recommend !! modern touch well. access comput recept helpfull!! onli side driver took airport unfriendli kept text way airport . no say hi hope manag take action care client.,"{'neg': 0.044, 'neu': 0.546, 'pos': 0.41, 'compound': 0.9522}"
187,The hostel conveniently located near airport rooms comfortable clean. However,30,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",the hostel conveni locat near airport room comfort clean. howev,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.6369}"
188, soundproofing nonexistent. The street noise absolutely horrible,30,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",soundproof nonexistent. the street nois absolut horribl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
189, lucky drunk cheerful neighbours. No sleep whatsoever. There lift,30,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",lucki drunk cheer neighbours. no sleep whatsoever. there lift,"{'neg': 0.331, 'neu': 0.432, 'pos': 0.237, 'compound': -0.0772}"
190, better rooms located upper floor. Free shuttle taxi airport plus,30,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",better room locat upper floor. free shuttl taxi airport plu,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}"
191, simple,30,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",simpl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
192, freshly prepared breakfast. Overall,30,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",freshli prepar breakfast. overal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
193, Id give miss next time.,30,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",id give miss next time.,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.1531}"
194,We reserved night catch flight Phuket 28 hours transit Canada. The bed really comfortable sheets nice soft. The hotel rooms clean service good. I come again.,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we reserv night catch flight phuket 28 hour transit canada. the bed realli comfort sheet nice soft. the hotel room clean servic good. i come again.,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.872}"
195,Easy find,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",easi find,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
196, Rooms decent size,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",room decent size,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
197, Good Wifi,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",good wifi,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
198, Location ok,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",locat ok,"{'neg': 0.0, 'neu': 0.312, 'pos': 0.688, 'compound': 0.296}"
199, Shops simple Restaurants nearby. Not far Central Chaengwattana Shopping Mall. Staff friendly helpful. Breakfast order.Transport Hotel Airport smooth.Can recommend.,40,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",shop simpl restaur nearby. not far central chaengwattana shop mall. staff friendli helpful. breakfast order.transport hotel airport smooth.can recommend.,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6486}"
200,I give 5 starts hoppers place donmuang hostel,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",i give 5 start hopper place donmuang hostel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
201, neat,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",neat,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}"
202, clean hygienic place . I strongly recommend stay hoppers place donmuang hostel Bangkok. I’ve travelled November 2017 advance booking booking.com they’ve charged 390 baht night stay,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",clean hygien place . i strongli recommend stay hopper place donmuang hostel bangkok. i’v travel novemb 2017 advanc book booking.com they’v charg 390 baht night stay,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.6369}"
203, hidden charges all.,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",hidden charg all.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
204,We stayed overnight flight Yangon Don Mueang Airport next day. It’s nice,50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",we stay overnight flight yangon don mueang airport next day. it’ nice,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}"
205, clean hostel kept pristine staff. They free wifi good speed. Hot water showers available even adjust temperature suit taste. No breakfast typically included room opt purchase (70 baht only),50,"HOPPERS PLACE DONMUANG HOSTEL $16 ($̶2̶2̶) - Prices & Lodge Reviews - Bangkok, Thailand - Tripadvisor",clean hostel kept pristin staff. they free wifi good speed. hot water shower avail even adjust temperatur suit taste. no breakfast typic includ room opt purchas (70 baht only),"{'neg': 0.061, 'neu': 0.693, 'pos': 0.247, 'compound': 0.7717}"
